game_detail,date,opening_total_line,opening_result,closing_total_line,closing_result,game_total,game_id
STL 19 @ TB 17,2014-09-14,38.0,under,37.5,under,36,2014_02_STL_TB
SEA 21 @ SD 30,2014-09-14,40.0,over,45.0,over,51,2014_02_SEA_SD
HOU 30 @ OAK 14,2014-09-14,40.0,over,41.0,over,44,2014_02_HOU_OAK
NYJ 24 @ GB 31,2014-09-14,46.0,over,46.5,over,55,2014_02_NYJ_GB
KC 17 @ DEN 24,2014-09-14,52.0,under,49.0,under,41,2014_02_KC_DEN
CHI 28 @ SF 20,2014-09-14,48.0,push,47.0,over,48,2014_02_CHI_SF
PHI 30 @ IND 27,2014-09-15,52.5,over,53.5,over,57,2014_02_PHI_IND
NYJ 10 @ NE 13,2013-09-12,44.5,under,43.0,under,23,2013_02_NYJ_NE
STL 24 @ ATL 31,2013-09-15,47.0,over,47.5,over,55,2013_02_STL_ATL
SD 33 @ PHI 30,2013-09-15,53.0,over,51.0,over,63,2013_02_SD_PHI
DAL 16 @ KC 17,2013-09-15,46.5,under,45.0,under,33,2013_02_DAL_KC
MIA 24 @ IND 20,2013-09-15,42.5,over,43.5,over,44,2013_02_MIA_IND
TEN 24 @ HOU 30,2013-09-15,42.5,over,42.5,over,54,2013_02_TEN_HOU
WAS 20 @ GB 38,2013-09-15,49.5,over,48.5,over,58,2013_02_WAS_GB
CLE 6 @ BAL 14,2013-09-15,42.5,under,43.5,under,20,2013_02_CLE_BAL
CAR 23 @ BUF 24,2013-09-15,45.0,over,43.5,over,47,2013_02_CAR_BUF
MIN 30 @ CHI 31,2013-09-15,40.5,over,41.0,over,61,2013_02_MIN_CHI
NO 16 @ TB 14,2013-09-15,46.0,under,48.5,under,30,2013_02_NO_TB
DET 21 @ ARI 25,2013-09-15,48.0,under,47.5,under,46,2013_02_DET_ARI
JAC 9 @ OAK 19,2013-09-15,39.5,under,40.5,under,28,2013_02_JAX_OAK
DEN 41 @ NYG 23,2013-09-15,54.5,over,52.5,over,64,2013_02_DEN_NYG
SF 3 @ SEA 29,2013-09-15,45.5,under,43.5,under,32,2013_02_SF_SEA
PIT 10 @ CIN 20,2013-09-16,40.0,under,40.0,under,30,2013_02_PIT_CIN
CHI 10 @ GB 23,2012-09-13,50.0,under,50.5,under,33,2012_02_CHI_GB
KC 17 @ BUF 35,2012-09-16,44.5,over,45.0,over,52,2012_02_KC_BUF
BAL 23 @ PHI 24,2012-09-16,44.0,over,46.5,over,47,2012_02_BAL_PHI
TB 34 @ NYG 41,2012-09-16,44.0,over,43.5,over,75,2012_02_TB_NYG
ARI 20 @ NE 18,2012-09-16,48.5,under,47.0,under,38,2012_02_ARI_NE
HOU 27 @ JAC 7,2012-09-16,41.0,under,40.0,under,34,2012_02_HOU_JAX
MIN 20 @ IND 23,2012-09-16,44.0,under,45.5,under,43,2012_02_MIN_IND
CLE 27 @ CIN 34,2012-09-16,40.0,over,39.5,over,61,2012_02_CLE_CIN
NO 27 @ CAR 35,2012-09-16,50.5,over,53.0,over,62,2012_02_NO_CAR
OAK 13 @ MIA 35,2012-09-16,39.5,over,41.0,over,48,2012_02_OAK_MIA
WAS 28 @ STL 31,2012-09-16,45.5,over,42.5,over,59,2012_02_WAS_STL
DAL 7 @ SEA 27,2012-09-16,42.5,under,43.0,under,34,2012_02_DAL_SEA
TEN 10 @ SD 38,2012-09-16,44.0,over,43.5,over,48,2012_02_TEN_SD
NYJ 10 @ PIT 27,2012-09-16,41.5,under,43.0,under,37,2012_02_NYJ_PIT
DET 19 @ SF 27,2012-09-16,46.0,push,46.0,push,46,2012_02_DET_SF
DEN 21 @ ATL 27,2012-09-17,49.0,under,50.0,under,48,2012_02_DEN_ATL
CHI 13 @ NO 30,2011-09-18,47.0,under,46.5,under,43,2011_02_CHI_NO
KC 3 @ DET 48,2011-09-18,44.0,over,45.0,over,51,2011_02_KC_DET
JAC 3 @ NYJ 32,2011-09-18,37.5,under,38.0,under,35,2011_02_JAX_NYJ
OAK 35 @ BUF 38,2011-09-18,41.5,over,40.5,over,73,2011_02_OAK_BUF
ARI 21 @ WAS 22,2011-09-18,42.5,over,44.5,under,43,2011_02_ARI_WAS
BAL 13 @ TEN 26,2011-09-18,37.5,over,39.5,under,39,2011_02_BAL_TEN
SEA 0 @ PIT 24,2011-09-18,38.5,under,39.5,under,24,2011_02_SEA_PIT
GB 30 @ CAR 23,2011-09-18,45.5,over,45.5,over,53,2011_02_GB_CAR
TB 24 @ MIN 20,2011-09-18,41.0,over,41.0,over,44,2011_02_TB_MIN
CLE 27 @ IND 19,2011-09-18,37.0,over,39.5,over,46,2011_02_CLE_IND
DAL 27 @ SF 24,2011-09-18,41.5,over,41.0,over,51,2011_02_DAL_SF
HOU 23 @ MIA 13,2011-09-18,46.0,under,46.5,under,36,2011_02_HOU_MIA
SD 21 @ NE 35,2011-09-18,51.5,over,53.5,over,56,2011_02_SD_NE
CIN 22 @ DEN 24,2011-09-18,39.5,over,40.5,over,46,2011_02_CIN_DEN
PHI 31 @ ATL 35,2011-09-18,49.5,over,49.5,over,66,2011_02_PHI_ATL
STL 16 @ NYG 28,2011-09-19,43.0,over,43.5,over,44,2011_02_STL_NYG
KC 16 @ CLE 14,2010-09-19,38.5,under,38.0,under,30,2010_02_KC_CLE
BUF 7 @ GB 34,2010-09-19,43.5,under,43.0,under,41,2010_02_BUF_GB
BAL 10 @ CIN 15,2010-09-19,38.5,under,39.0,under,25,2010_02_BAL_CIN
PIT 19 @ TEN 11,2010-09-19,38.5,under,36.5,under,30,2010_02_PIT_TEN
PHI 35 @ DET 32,2010-09-19,41.5,over,41.0,over,67,2010_02_PHI_DET
CHI 27 @ DAL 20,2010-09-19,41.0,over,41.0,over,47,2010_02_CHI_DAL
TB 20 @ CAR 7,2010-09-19,39.0,under,38.0,under,27,2010_02_TB_CAR
ARI 7 @ ATL 41,2010-09-19,41.5,over,43.0,over,48,2010_02_ARI_ATL
MIA 14 @ MIN 10,2010-09-19,41.0,under,40.5,under,24,2010_02_MIA_MIN
STL 14 @ OAK 16,2010-09-19,38.5,under,37.5,under,30,2010_02_STL_OAK
SEA 14 @ DEN 31,2010-09-19,39.5,over,41.0,over,45,2010_02_SEA_DEN
HOU 30 @ WAS 27,2010-09-19,44.5,over,43.0,over,57,2010_02_HOU_WAS
JAC 13 @ SD 38,2010-09-19,45.5,over,45.5,over,51,2010_02_JAX_SD
NE 14 @ NYJ 28,2010-09-19,38.0,over,39.5,over,42,2010_02_NE_NYJ
NYG 14 @ IND 38,2010-09-19,48.5,over,47.5,over,52,2010_02_NYG_IND
NO 25 @ SF 22,2010-09-20,44.5,over,43.5,over,47,2010_02_NO_SF
OAK 13 @ KC 10,2009-09-20,41.0,under,38.5,under,23,2009_02_OAK_KC
HOU 34 @ TEN 31,2009-09-20,41.5,over,41.0,over,65,2009_02_HOU_TEN
NE 9 @ NYJ 16,2009-09-20,47.5,under,46.0,under,25,2009_02_NE_NYJ
CIN 31 @ GB 24,2009-09-20,43.5,over,42.0,over,55,2009_02_CIN_GB
MIN 27 @ DET 13,2009-09-20,47.5,under,45.0,under,40,2009_02_MIN_DET
NO 48 @ PHI 22,2009-09-20,47.0,over,46.0,over,70,2009_02_NO_PHI
CAR 20 @ ATL 28,2009-09-20,43.5,over,42.0,over,48,2009_02_CAR_ATL
STL 7 @ WAS 9,2009-09-20,37.0,under,37.0,under,16,2009_02_STL_WAS
ARI 31 @ JAC 17,2009-09-20,43.5,over,42.5,over,48,2009_02_ARI_JAX
SEA 10 @ SF 23,2009-09-20,40.5,under,39.5,under,33,2009_02_SEA_SF
TB 20 @ BUF 33,2009-09-20,42.0,over,42.0,over,53,2009_02_TB_BUF
CLE 6 @ DEN 27,2009-09-20,39.5,under,39.0,under,33,2009_02_CLE_DEN
BAL 31 @ SD 26,2009-09-20,42.0,over,40.0,over,57,2009_02_BAL_SD
PIT 14 @ CHI 17,2009-09-20,38.0,under,37.5,under,31,2009_02_PIT_CHI
NYG 33 @ DAL 31,2009-09-20,44.0,over,45.0,over,64,2009_02_NYG_DAL
IND 27 @ MIA 23,2009-09-21,43.0,over,41.0,over,50,2009_02_IND_MIA
OAK 23 @ KC 8,2008-09-14,34.5,under,36.0,under,31,2008_02_OAK_KC
TEN 24 @ CIN 7,2008-09-14,39.5,under,37.0,under,31,2008_02_TEN_CIN
IND 18 @ MIN 15,2008-09-14,43.5,under,43.0,under,33,2008_02_IND_MIN
NO 24 @ WAS 29,2008-09-14,43.0,over,43.0,over,53,2008_02_NO_WAS
GB 48 @ DET 25,2008-09-14,44.5,over,46.5,over,73,2008_02_GB_DET
CHI 17 @ CAR 20,2008-09-14,37.5,under,37.5,under,37,2008_02_CHI_CAR
NYG 41 @ STL 13,2008-09-14,42.0,over,43.5,over,54,2008_02_NYG_STL
BUF 20 @ JAC 16,2008-09-14,38.0,under,37.0,under,36,2008_02_BUF_JAX
ATL 9 @ TB 24,2008-09-14,38.0,under,37.5,under,33,2008_02_ATL_TB
SF 33 @ SEA 30,2008-09-14,39.5,over,37.5,over,63,2008_02_SF_SEA
MIA 10 @ ARI 31,2008-09-14,40.0,over,40.5,over,41,2008_02_MIA_ARI
NE 19 @ NYJ 10,2008-09-14,36.5,under,37.0,under,29,2008_02_NE_NYJ
SD 38 @ DEN 39,2008-09-14,44.5,over,46.0,over,77,2008_02_SD_DEN
PIT 10 @ CLE 6,2008-09-14,45.0,under,43.5,under,16,2008_02_PIT_CLE
PHI 37 @ DAL 41,2008-09-15,47.0,over,46.0,over,78,2008_02_PHI_DAL
BUF 3 @ PIT 26,2007-09-16,37.0,under,39.5,under,29,2007_02_BUF_PIT
CIN 45 @ CLE 51,2007-09-16,42.0,over,41.5,over,96,2007_02_CIN_CLE
IND 22 @ TEN 20,2007-09-16,47.0,under,45.0,under,42,2007_02_IND_TEN
HOU 34 @ CAR 21,2007-09-16,37.5,over,38.0,over,55,2007_02_HOU_CAR
SF 17 @ STL 16,2007-09-16,45.0,under,44.0,under,33,2007_02_SF_STL
GB 35 @ NYG 13,2007-09-16,39.0,over,40.0,over,48,2007_02_GB_NYG
ATL 7 @ JAC 13,2007-09-16,34.5,under,34.5,under,20,2007_02_ATL_JAX
NO 14 @ TB 31,2007-09-16,42.0,over,41.5,over,45,2007_02_NO_TB
MIN 17 @ DET 20,2007-09-16,42.0,under,42.5,under,37,2007_02_MIN_DET
DAL 37 @ MIA 20,2007-09-16,39.0,over,39.5,over,57,2007_02_DAL_MIA
SEA 20 @ ARI 23,2007-09-16,44.5,under,42.5,over,43,2007_02_SEA_ARI
NYJ 13 @ BAL 20,2007-09-16,33.5,under,33.0,push,33,2007_02_NYJ_BAL
OAK 20 @ DEN 23,2007-09-16,37.5,over,37.0,over,43,2007_02_OAK_DEN
KC 10 @ CHI 20,2007-09-16,35.0,under,35.0,under,30,2007_02_KC_CHI
SD 14 @ NE 38,2007-09-16,47.0,over,46.0,over,52,2007_02_SD_NE
WAS 20 @ PHI 12,2007-09-17,40.0,under,39.0,under,32,2007_02_WAS_PHI
TEN 7 @ JAC 20,2019-09-19,40.0,under,38.0,under,27,2019_03_TEN_JAX
ATL 24 @ IND 27,2019-09-22,47.5,over,48.0,over,51,2019_03_ATL_IND
BAL 28 @ KC 33,2019-09-22,53.5,over,52.0,over,61,2019_03_BAL_KC
CIN 17 @ BUF 21,2019-09-22,42.0,under,43.5,under,38,2019_03_CIN_BUF
DEN 16 @ GB 27,2019-09-22,43.5,under,42.0,over,43,2019_03_DEN_GB
DET 27 @ PHI 24,2019-09-22,48.5,over,45.0,over,51,2019_03_DET_PHI
MIA 6 @ DAL 31,2019-09-22,47.5,under,46.5,under,37,2019_03_MIA_DAL
NYJ 14 @ NE 30,2019-09-22,46.0,under,43.0,over,44,2019_03_NYJ_NE
OAK 14 @ MIN 34,2019-09-22,43.5,over,43.0,over,48,2019_03_OAK_MIN
CAR 38 @ ARI 20,2019-09-22,45.5,over,46.0,over,58,2019_03_CAR_ARI
NYG 32 @ TB 31,2019-09-22,48.0,over,48.0,over,63,2019_03_NYG_TB
HOU 27 @ LAC 20,2019-09-22,48.0,under,49.0,under,47,2019_03_HOU_LAC
NO 33 @ SEA 27,2019-09-22,44.5,over,44.0,over,60,2019_03_NO_SEA
PIT 20 @ SF 24,2019-09-22,43.5,over,44.5,under,44,2019_03_PIT_SF
LAR 20 @ CLE 13,2019-09-22,51.0,under,48.0,under,33,2019_03_LA_CLE
CHI 31 @ WAS 15,2019-09-23,42.0,over,41.0,over,46,2019_03_CHI_WAS
NYJ 17 @ CLE 21,2018-09-20,39.0,under,41.0,under,38,2018_03_NYJ_CLE
BUF 27 @ MIN 6,2018-09-23,40.5,under,41.0,under,33,2018_03_BUF_MIN
CIN 21 @ CAR 31,2018-09-23,43.5,over,44.0,over,52,2018_03_CIN_CAR
DEN 14 @ BAL 27,2018-09-23,43.0,under,46.0,under,41,2018_03_DEN_BAL
GB 17 @ WAS 31,2018-09-23,47.5,over,46.5,over,48,2018_03_GB_WAS
IND 16 @ PHI 20,2018-09-23,47.5,under,45.5,under,36,2018_03_IND_PHI
NO 43 @ ATL 37,2018-09-23,53.0,over,54.0,over,80,2018_03_NO_ATL
NYG 27 @ HOU 22,2018-09-23,41.5,over,44.0,over,49,2018_03_NYG_HOU
OAK 20 @ MIA 28,2018-09-23,43.5,over,46.0,over,48,2018_03_OAK_MIA
SF 27 @ KC 38,2018-09-23,55.0,over,53.0,over,65,2018_03_SF_KC
TEN 9 @ JAC 6,2018-09-23,40.0,under,39.0,under,15,2018_03_TEN_JAX
LAC 23 @ LAR 35,2018-09-23,48.0,over,49.0,over,58,2018_03_LAC_LA
CHI 16 @ ARI 14,2018-09-23,38.0,under,39.0,under,30,2018_03_CHI_ARI
DAL 13 @ SEA 24,2018-09-23,41.5,under,40.0,under,37,2018_03_DAL_SEA
NE 10 @ DET 26,2018-09-23,46.0,under,55.5,under,36,2018_03_NE_DET
PIT 30 @ TB 27,2018-09-24,51.0,over,55.0,over,57,2018_03_PIT_TB
LAR 41 @ SF 39,2017-09-21,41.0,over,40.5,over,80,2017_03_LA_SF
BAL 7 @ JAC 44,2017-09-24,40.5,over,38.0,over,51,2017_03_BAL_JAX
ATL 30 @ DET 26,2017-09-24,48.5,over,51.0,over,56,2017_03_ATL_DET
CLE 28 @ IND 31,2017-09-24,40.5,over,42.0,over,59,2017_03_CLE_IND
TB 17 @ MIN 34,2017-09-24,39.5,over,41.0,over,51,2017_03_TB_MIN
HOU 33 @ NE 36,2017-09-24,43.5,over,44.5,over,69,2017_03_HOU_NE
MIA 6 @ NYJ 20,2017-09-24,41.5,under,43.0,under,26,2017_03_MIA_NYJ
NYG 24 @ PHI 27,2017-09-24,43.5,over,42.0,over,51,2017_03_NYG_PHI
DEN 16 @ BUF 26,2017-09-24,41.0,over,40.0,over,42,2017_03_DEN_BUF
NO 34 @ CAR 13,2017-09-24,49.0,under,46.5,over,47,2017_03_NO_CAR
PIT 17 @ CHI 23,2017-09-24,45.5,under,43.5,under,40,2017_03_PIT_CHI
SEA 27 @ TEN 33,2017-09-24,43.0,over,42.0,over,60,2017_03_SEA_TEN
CIN 24 @ GB 27,2017-09-24,45.5,over,47.5,over,51,2017_03_CIN_GB
KC 24 @ LAC 10,2017-09-24,45.5,under,47.5,under,34,2017_03_KC_LAC
OAK 10 @ WAS 27,2017-09-24,53.0,under,53.0,under,37,2017_03_OAK_WAS
DAL 28 @ ARI 17,2017-09-25,47.5,under,46.5,under,45,2017_03_DAL_ARI
HOU 0 @ NE 27,2016-09-22,40.5,under,38.5,under,27,2016_03_HOU_NE
MIN 22 @ CAR 10,2016-09-25,43.0,under,43.0,under,32,2016_03_MIN_CAR
DET 27 @ GB 34,2016-09-25,48.0,over,47.5,over,61,2016_03_DET_GB
BAL 19 @ JAC 17,2016-09-25,47.5,under,45.0,under,36,2016_03_BAL_JAX
ARI 18 @ BUF 33,2016-09-25,47.0,over,48.0,over,51,2016_03_ARI_BUF
OAK 17 @ TEN 10,2016-09-25,48.0,under,47.0,under,27,2016_03_OAK_TEN
CLE 24 @ MIA 30,2016-09-25,41.5,over,42.0,over,54,2016_03_CLE_MIA
WAS 29 @ NYG 27,2016-09-25,48.0,over,47.0,over,56,2016_03_WAS_NYG
DEN 29 @ CIN 17,2016-09-25,41.0,over,42.0,over,46,2016_03_DEN_CIN
SF 18 @ SEA 37,2016-09-25,40.5,over,42.0,over,55,2016_03_SF_SEA
LA 37 @ TB 32,2016-09-25,42.0,over,40.5,over,69,2016_03_LA_TB
NYJ 3 @ KC 24,2016-09-25,43.5,under,44.5,under,27,2016_03_NYJ_KC
SD 22 @ IND 26,2016-09-25,50.5,under,51.5,under,48,2016_03_SD_IND
PIT 3 @ PHI 34,2016-09-25,46.0,under,46.5,under,37,2016_03_PIT_PHI
CHI 17 @ DAL 31,2016-09-25,45.0,over,45.0,over,48,2016_03_CHI_DAL
ATL 45 @ NO 32,2016-09-26,53.5,over,54.0,over,77,2016_03_ATL_NO
WAS 21 @ NYG 32,2015-09-24,45.0,over,45.0,over,53,2015_03_WAS_NYG
SD 14 @ MIN 31,2015-09-27,45.0,push,45.5,under,45,2015_03_SD_MIN
OAK 27 @ CLE 20,2015-09-27,41.5,over,43.5,over,47,2015_03_OAK_CLE
CIN 28 @ BAL 24,2015-09-27,44.5,over,45.5,over,52,2015_03_CIN_BAL
NO 22 @ CAR 27,2015-09-27,44.0,over,43.0,over,49,2015_03_NO_CAR
ATL 39 @ DAL 28,2015-09-27,44.0,over,43.5,over,67,2015_03_ATL_DAL
TB 9 @ HOU 19,2015-09-27,40.0,under,41.0,under,28,2015_03_TB_HOU
IND 35 @ TEN 33,2015-09-27,45.0,over,46.5,over,68,2015_03_IND_TEN
PIT 12 @ STL 6,2015-09-27,47.0,under,48.5,under,18,2015_03_PIT_STL
JAC 17 @ NE 51,2015-09-27,48.0,over,48.5,over,68,2015_03_JAX_NE
PHI 24 @ NYJ 17,2015-09-27,47.5,under,47.0,under,41,2015_03_PHI_NYJ
SF 7 @ ARI 47,2015-09-27,44.0,over,45.0,over,54,2015_03_SF_ARI
CHI 0 @ SEA 26,2015-09-27,45.0,under,43.5,under,26,2015_03_CHI_SEA
BUF 41 @ MIA 14,2015-09-27,44.0,over,43.5,over,55,2015_03_BUF_MIA
DEN 24 @ DET 12,2015-09-27,44.5,under,45.0,under,36,2015_03_DEN_DET
KC 28 @ GB 38,2015-09-28,48.0,over,47.0,over,66,2015_03_KC_GB
TB 14 @ ATL 56,2014-09-18,44.5,over,47.0,over,70,2014_03_TB_ATL
SD 22 @ BUF 10,2014-09-21,44.5,under,45.5,under,32,2014_03_SD_BUF
DAL 34 @ STL 31,2014-09-21,44.5,over,45.0,over,65,2014_03_DAL_STL
WAS 34 @ PHI 37,2014-09-21,51.0,over,50.5,over,71,2014_03_WAS_PHI
HOU 17 @ NYG 30,2014-09-21,42.0,over,41.5,over,47,2014_03_HOU_NYG
MIN 9 @ NO 20,2014-09-21,50.0,under,49.5,under,29,2014_03_MIN_NO
TEN 7 @ CIN 33,2014-09-21,41.5,under,44.5,under,40,2014_03_TEN_CIN
BAL 23 @ CLE 21,2014-09-21,41.5,over,43.0,over,44,2014_03_BAL_CLE
GB 7 @ DET 19,2014-09-21,52.0,under,51.0,under,26,2014_03_GB_DET
IND 44 @ JAC 17,2014-09-21,46.0,over,45.5,over,61,2014_03_IND_JAX
OAK 9 @ NE 16,2014-09-21,46.5,under,47.5,under,25,2014_03_OAK_NE
SF 14 @ ARI 23,2014-09-21,42.0,under,41.0,under,37,2014_03_SF_ARI
DEN 20 @ SEA 26,2014-09-21,48.5,under,48.0,under,46,2014_03_DEN_SEA
KC 34 @ MIA 15,2014-09-21,41.5,over,43.0,over,49,2014_03_KC_MIA
PIT 37 @ CAR 19,2014-09-21,40.0,over,42.5,over,56,2014_03_PIT_CAR
CHI 27 @ NYJ 19,2014-09-22,45.5,over,44.5,over,46,2014_03_CHI_NYJ
KC 26 @ PHI 16,2013-09-19,50.0,under,50.0,under,42,2013_03_KC_PHI
HOU 9 @ BAL 30,2013-09-22,44.5,under,44.5,under,39,2013_03_HOU_BAL
DET 27 @ WAS 20,2013-09-22,48.5,under,48.5,under,47,2013_03_DET_WAS
SD 17 @ TEN 20,2013-09-22,43.5,under,43.0,under,37,2013_03_SD_TEN
ARI 7 @ NO 31,2013-09-22,48.5,under,48.5,under,38,2013_03_ARI_NO
TB 3 @ NE 23,2013-09-22,46.5,under,44.5,under,26,2013_03_TB_NE
CLE 31 @ MIN 27,2013-09-22,41.5,over,40.0,over,58,2013_03_CLE_MIN
NYG 0 @ CAR 38,2013-09-22,45.5,under,46.5,under,38,2013_03_NYG_CAR
GB 30 @ CIN 34,2013-09-22,48.0,over,49.5,over,64,2013_03_GB_CIN
STL 7 @ DAL 31,2013-09-22,46.5,under,47.5,under,38,2013_03_STL_DAL
ATL 23 @ MIA 27,2013-09-22,43.0,over,45.5,over,50,2013_03_ATL_MIA
BUF 20 @ NYJ 27,2013-09-22,39.0,over,41.0,over,47,2013_03_BUF_NYJ
JAC 17 @ SEA 45,2013-09-22,41.0,over,39.0,over,62,2013_03_JAX_SEA
IND 27 @ SF 7,2013-09-22,45.5,under,45.5,under,34,2013_03_IND_SF
CHI 40 @ PIT 23,2013-09-22,39.5,over,40.5,over,63,2013_03_CHI_PIT
OAK 21 @ DEN 37,2013-09-23,49.5,over,48.5,over,58,2013_03_OAK_DEN
NYG 36 @ CAR 7,2012-09-20,52.0,under,49.0,under,43,2012_03_NYG_CAR
STL 6 @ CHI 23,2012-09-23,44.5,under,41.5,under,29,2012_03_STL_CHI
CIN 38 @ WAS 31,2012-09-23,46.5,over,49.5,over,69,2012_03_CIN_WAS
DET 41 @ TEN 44,2012-09-23,47.0,over,47.0,over,85,2012_03_DET_TEN
KC 27 @ NO 24,2012-09-23,53.0,under,51.5,under,51,2012_03_KC_NO
SF 13 @ MIN 24,2012-09-23,43.5,under,42.5,under,37,2012_03_SF_MIN
NYJ 23 @ MIA 20,2012-09-23,40.0,over,40.5,over,43,2012_03_NYJ_MIA
BUF 24 @ CLE 14,2012-09-23,43.5,under,45.0,under,38,2012_03_BUF_CLE
TB 10 @ DAL 16,2012-09-23,45.0,under,45.5,under,26,2012_03_TB_DAL
JAC 22 @ IND 17,2012-09-23,42.0,under,41.5,under,39,2012_03_JAX_IND
ATL 27 @ SD 3,2012-09-23,48.5,under,47.0,under,30,2012_03_ATL_SD
PHI 6 @ ARI 27,2012-09-23,44.5,under,42.5,under,33,2012_03_PHI_ARI
PIT 31 @ OAK 34,2012-09-23,43.0,over,45.5,over,65,2012_03_PIT_OAK
HOU 31 @ DEN 25,2012-09-23,47.5,over,43.5,over,56,2012_03_HOU_DEN
NE 30 @ BAL 31,2012-09-23,49.0,over,48.5,over,61,2012_03_NE_BAL
GB 12 @ SEA 14,2012-09-24,47.5,under,45.5,under,26,2012_03_GB_SEA
SF 13 @ CIN 8,2011-09-25,40.0,under,38.5,under,21,2011_03_SF_CIN
NE 31 @ BUF 34,2011-09-25,51.0,over,54.0,over,65,2011_03_NE_BUF
HOU 33 @ NO 40,2011-09-25,52.0,over,51.0,over,73,2011_03_HOU_NO
NYG 29 @ PHI 16,2011-09-25,48.5,under,46.5,under,45,2011_03_NYG_PHI
MIA 16 @ CLE 17,2011-09-25,41.0,under,42.5,under,33,2011_03_MIA_CLE
DEN 14 @ TEN 17,2011-09-25,41.0,under,43.5,under,31,2011_03_DEN_TEN
DET 26 @ MIN 23,2011-09-25,44.5,over,44.5,over,49,2011_03_DET_MIN
JAC 10 @ CAR 16,2011-09-25,41.5,under,42.5,under,26,2011_03_JAX_CAR
KC 17 @ SD 20,2011-09-25,44.5,under,44.5,under,37,2011_03_KC_SD
NYJ 24 @ OAK 34,2011-09-25,42.0,over,40.0,over,58,2011_03_NYJ_OAK
BAL 37 @ STL 7,2011-09-25,41.5,over,41.5,over,44,2011_03_BAL_STL
ATL 13 @ TB 16,2011-09-25,45.5,under,45.0,under,29,2011_03_ATL_TB
ARI 10 @ SEA 13,2011-09-25,41.0,under,42.5,under,23,2011_03_ARI_SEA
GB 27 @ CHI 17,2011-09-25,46.0,under,45.5,under,44,2011_03_GB_CHI
PIT 23 @ IND 20,2011-09-25,38.5,over,39.5,over,43,2011_03_PIT_IND
WAS 16 @ DAL 18,2011-09-26,45.5,under,44.5,under,34,2011_03_WAS_DAL
TEN 29 @ NYG 10,2010-09-26,42.0,under,43.5,under,39,2010_03_TEN_NYG
BUF 30 @ NE 38,2010-09-26,43.0,over,42.5,over,68,2010_03_BUF_NE
CLE 17 @ BAL 24,2010-09-26,37.0,over,36.5,over,41,2010_03_CLE_BAL
PIT 38 @ TB 13,2010-09-26,34.0,over,33.0,over,51,2010_03_PIT_TB
CIN 20 @ CAR 7,2010-09-26,38.5,under,37.5,under,27,2010_03_CIN_CAR
ATL 27 @ NO 24,2010-09-26,50.0,over,49.5,over,51,2010_03_ATL_NO
SF 10 @ KC 31,2010-09-26,36.0,over,38.0,over,41,2010_03_SF_KC
DET 10 @ MIN 24,2010-09-26,41.5,under,42.5,under,34,2010_03_DET_MIN
DAL 27 @ HOU 13,2010-09-26,46.5,under,47.5,under,40,2010_03_DAL_HOU
WAS 16 @ STL 30,2010-09-26,39.5,over,39.0,over,46,2010_03_WAS_STL
PHI 28 @ JAC 3,2010-09-26,44.0,under,45.0,under,31,2010_03_PHI_JAX
IND 27 @ DEN 13,2010-09-26,48.0,under,47.0,under,40,2010_03_IND_DEN
SD 20 @ SEA 27,2010-09-26,43.5,over,44.0,over,47,2010_03_SD_SEA
OAK 23 @ ARI 24,2010-09-26,40.0,over,38.5,over,47,2010_03_OAK_ARI
NYJ 31 @ MIA 23,2010-09-26,35.0,over,35.5,over,54,2010_03_NYJ_MIA
GB 17 @ CHI 20,2010-09-27,45.0,under,45.5,under,37,2010_03_GB_CHI
TEN 17 @ NYJ 24,2009-09-27,37.5,over,36.5,over,41,2009_03_TEN_NYJ
JAC 31 @ HOU 24,2009-09-27,47.0,over,47.0,over,55,2009_03_JAX_HOU
KC 14 @ PHI 34,2009-09-27,42.0,over,38.5,over,48,2009_03_KC_PHI
CLE 3 @ BAL 34,2009-09-27,39.0,under,38.5,under,37,2009_03_CLE_BAL
NYG 24 @ TB 0,2009-09-27,43.0,under,46.0,under,24,2009_03_NYG_TB
WAS 14 @ DET 19,2009-09-27,38.5,under,39.5,under,33,2009_03_WAS_DET
GB 36 @ STL 17,2009-09-27,41.0,over,42.5,over,53,2009_03_GB_STL
SF 24 @ MIN 27,2009-09-27,40.5,over,39.0,over,51,2009_03_SF_MIN
ATL 10 @ NE 26,2009-09-27,44.5,under,45.5,under,36,2009_03_ATL_NE
CHI 25 @ SEA 19,2009-09-27,37.0,over,37.5,over,44,2009_03_CHI_SEA
NO 27 @ BUF 7,2009-09-27,52.5,under,51.5,under,34,2009_03_NO_BUF
MIA 13 @ SD 23,2009-09-27,43.0,under,45.0,under,36,2009_03_MIA_SD
PIT 20 @ CIN 23,2009-09-27,37.0,over,36.5,over,43,2009_03_PIT_CIN
DEN 23 @ OAK 3,2009-09-27,36.5,under,38.5,under,26,2009_03_DEN_OAK
IND 31 @ ARI 10,2009-09-27,48.0,under,49.0,under,41,2009_03_IND_ARI
CAR 7 @ DAL 21,2009-09-28,45.0,under,48.0,under,28,2009_03_CAR_DAL
KC 14 @ ATL 38,2008-09-21,36.0,over,37.0,over,52,2008_03_KC_ATL
OAK 23 @ BUF 24,2008-09-21,37.5,over,37.0,over,47,2008_03_OAK_BUF
HOU 12 @ TEN 31,2008-09-21,37.5,over,40.0,over,43,2008_03_HOU_TEN
