name,id,teams,grpid
D.Thomas,32013030-2d30-3032-3738-3734e1cdacfa,DEN (2011-2011),demaryius-thomas-wr
D.Thomas,32013030-2d30-3032-3830-30308a7b2fac,MIA (2011-2013),daniel-thomas-rb
D.Thomas,32013030-2d30-3033-3130-3630d691497a,"BAL (2019-2019),KC (2014-2019)",deanthony-thomas-rb
D.Thompson,00-0016373,WAS (2002-2002),derrius-thompson-wr
D.Thompson,32013030-2d30-3032-3933-3838bf78b68b,BUF (2017-2017),deonte-thompson-wr
D.Thompson,32013030-2d30-3033-3531-3438206ac83b,KC (2019-2019),darwin-thompson-rb
D.Walker,00-0024389,SF (2008-2010),delanie-walker-te
D.Walker,00-0024850,HOU (2007-2007),darius-walker-rb
D.Walker,32013030-2d30-3032-3433-38399dd62eb4,"SF (2011-2011),TEN (2015-2017)",delanie-walker-te
D.Ward,00-0017160,"DAL (2004-2004),MIA (2001-2001),NYJ (1999-2000)",dedric-ward-wr
D.Ward,00-0022770,"HOU (2010-2010),NYG (2005-2008),TB (2009-2009)",derrick-ward-rb
D.Ward,32013030-2d30-3032-3237-3730ab3e1585,HOU (2011-2011),derrick-ward-rb
D.Ware,00-0024559,NYG (2008-2010),danny-ware-rb
D.Ware,32013030-2d30-3032-3435-35399e33cf37,"NYG (2011-2011),TB (2012-2012)",danny-ware-rb
D.Washington,00-0017239,NYG (2001-2001),damon-washington-rb
D.Washington,32013030-2d30-3033-3234-3530b050d491,"DET (2016-2017),NO (2018-2019)",dwayne-washington-rb
D.Washington,32013030-2d30-3033-3239-343011c356cf,LV (2016-2019),deandre-washington-rb
D.Williams,00-0024242,CAR (2006-2010),deangelo-williams-rb
D.Williams,00-0027056,DET (2009-2009),derrick-williams-wr
D.Williams,00-0027893,TEN (2010-2010),damian-williams-wr
D.Williams,32013030-2d30-3032-3432-343298c71478,"CAR (2011-2014),PIT (2016-2016)",deangelo-williams-rb
D.Williams,32013030-2d30-3033-3038-3734bb46867c,MIA (2014-2017),damien-williams-rb
D.Williams,32013030-2d30-3033-3433-303141fa46d2,KC (2019-2019),darrell-williams-rb
D.Williams,32013030-2d30-3033-3434-3237ec3b1bc6,JAX (2018-2018),david-williams-rb
D.Williams,32013030-2d30-3033-3439-3935c20d604a,GB (2019-2019),dexter-williams-rb
D.Woodhead,00-0026019,"NE (2010-2010),NYJ (2009-2009)",danny-woodhead-rb
D.Woodhead,32013030-2d30-3032-3630-3139a0566537,"BAL (2017-2017),LAC (2013-2016),NE (2011-2012)",danny-woodhead-rb
D.Young,00-0026852,WAS (2010-2010),darrel-young-fb
D.Young,32013030-2d30-3032-3638-35323e43b6cd,WAS (2011-2015),darrel-young-fb
E.Bennett,00-0001103,CHI (1999-1999),edgar-bennett-rb
E.Bennett,00-0026210,CHI (2010-2010),earl-bennett-rb
E.Doucet,00-0026221,ARI (2010-2010),early-doucet-wr
E.Doucet,32013030-2d30-3032-3632-323146fc0f4f,ARI (2012-2012),early-doucet-wr
E.Graham,00-0021755,TB (2004-2010),earnest-graham-rb
E.Graham,32013030-2d30-3032-3137-3535b30e4514,TB (2011-2011),earnest-graham-rb
E.Manning,00-0022803,NYG (2004-2010),eli-manning-qb
E.Manning,32013030-2d30-3032-3238-3033cc58aa39,NYG (2011-2019),eli-manning-qb
E.Royal,00-0026182,DEN (2008-2010),eddie-royal-wr
E.Royal,32013030-2d30-3032-3631-3832e6c0dd5e,"CHI (2015-2015),DEN (2011-2011),LAC (2012-2014)",eddie-royal-wr
E.Weems,00-0024535,ATL (2009-2009),eric-weems-wr
E.Weems,32013030-2d30-3032-3435-33354e73afea,"ATL (2015-2015),TEN (2017-2017)",eric-weems-wr
F.Davis,00-0026188,WAS (2008-2008),fred-davis-te
F.Davis,32013030-2d30-3032-3631-383891376c4e,WAS (2012-2012),fred-davis-te
F.Gore,00-0023500,SF (2005-2010),frank-gore-rb
F.Gore,32013030-2d30-3032-3335-3030dd77cad3,"BUF (2019-2019),IND (2015-2017),MIA (2018-2018),SF (2011-2014)",frank-gore-rb
F.Jackson,00-0020780,CLE (2002-2005),frisman-jackson-wr
F.Jackson,00-0024204,BUF (2007-2010),fred-jackson-rb
F.Jackson,32013030-2d30-3032-3432-303437764cc7,"BUF (2011-2014),SEA (2015-2015)",fred-jackson-rb
F.Jones,00-0026162,DAL (2008-2010),felix-jones-rb
F.Jones,32013030-2d30-3032-3631-36322a6ea14a,"DAL (2011-2012),PIT (2013-2013)",felix-jones-rb
G.Jones,00-0008751,CLE (1999-1999),george-jones-rb
G.Jones,00-0022897,JAX (2004-2010),greg-jones-rb
G.Jones,32013030-2d30-3032-3238-39371c364df6,"HOU (2013-2013),JAX (2011-2012)",greg-jones-rb
G.Tate,00-0027891,SEA (2010-2010),golden-tate-wr
G.Tate,32013030-2d30-3032-3738-39319adae9d4,"DET (2014-2018),NYG (2019-2019),PHI (2018-2018),SEA (2011-2013)",golden-tate-wr
H.Douglas,00-0026224,ATL (2008-2010),harry-douglas-wr
H.Douglas,32013030-2d30-3032-3632-32344a4ebd9a,"ATL (2011-2012),TEN (2015-2015)",harry-douglas-wr
I.Redman,00-0026566,PIT (2010-2010),isaac-redman-rb
I.Redman,32013030-2d30-3032-3635-3636f818af44,PIT (2011-2013),isaac-redman-rb
J.Adams,32013030-2d30-3032-3932-3731465d620b,CAR (2012-2012),joe-adams-wr
J.Adams,32013030-2d30-3033-3434-3537579fb883,PHI (2018-2018),josh-adams-rb
J.Addai,00-0024245,IND (2006-2010),joseph-addai-rb
J.Addai,32013030-2d30-3032-3432-3435cf4abb90,IND (2011-2011),joseph-addai-rb
J.Allen,00-0000210,"CHI (1999-2001),HOU (2002-2002)",james-allen-rb
J.Allen,32013030-2d30-3033-3135-373735f054df,"BAL (2015-2018),NYG (2019-2019)",javorius-allen-rb
J.Allen,32013030-2d30-3033-3438-3537f3a13a66,BUF (2018-2019),josh-allen-qb
J.Arenas,00-0027660,KC (2010-2010),javier-arenas-cb
J.Arenas,32013030-2d30-3032-3736-363023f68f90,KC (2011-2011),javier-arenas-cb
J.Avant,00-0024324,PHI (2007-2007),jason-avant-wr
J.Avant,32013030-2d30-3032-3433-32345833fa0d,CAR (2014-2014),jason-avant-wr
J.Baker,00-0019052,LA (2001-2001),john-baker-p
J.Baker,00-0019921,"CAR (2010-2010),SF (2001-2001)",jason-baker-p
J.Battle,00-0025701,KC (2007-2010),jackie-battle-rb
J.Battle,32013030-2d30-3032-3537-3031b7f633f4,"KC (2011-2011),LAC (2012-2012),TEN (2013-2014)",jackie-battle-rb
J.Beck,00-0025427,MIA (2007-2007),john-beck-qb
J.Beck,32013030-2d30-3032-3534-323797243087,WAS (2011-2011),john-beck-qb
J.Bell,00-0022875,TEN (2007-2007),jacob-bell-g
J.Bell,32013030-2d30-3032-3732-313821a0e096,"CHI (2016-2016),DET (2012-2015)",joique-bell-rb
J.Best,00-0027880,DET (2010-2010),jahvid-best-rb
J.Best,32013030-2d30-3032-3738-3830f5ea0036,DET (2011-2011),jahvid-best-rb
J.Brown,00-0021940,LA (2009-2009),josh-brown-k
J.Brown,32013030-2d30-3032-3139-3430674c3aa3,NYG (2015-2015),josh-brown-k
J.Brown,32013030-2d30-3033-3130-35315f0457e5,"ARI (2017-2017),BAL (2018-2018),BUF (2019-2019)",john-brown-wr
J.Campbell,00-0023460,"LV (2010-2010),WAS (2006-2009)",jason-campbell-wr
J.Campbell,32013030-2d30-3032-3334-3630311d0939,"CHI (2012-2012),CIN (2014-2014),CLE (2013-2013),LV (2011-2011)",jason-campbell-wr
J.Charles,00-0026213,KC (2008-2010),jamaal-charles-rb
J.Charles,32013030-2d30-3032-3632-313325b4e8c2,"DEN (2017-2017),JAX (2018-2018),KC (2011-2016)",jamaal-charles-rb
J.Clausen,00-0027659,CAR (2010-2010),jimmy-clausen-qb
J.Clausen,32013030-2d30-3032-3736-3539299451a0,"BAL (2015-2015),CHI (2014-2015)",jimmy-clausen-qb
J.Conner,00-0027739,NYJ (2010-2010),john-conner-rb
J.Conner,32013030-2d30-3032-3737-3339a4aecce0,NYJ (2011-2014),john-conner-rb
J.Conner,32013030-2d30-3033-3335-35336659a949,PIT (2017-2019),james-conner-rb
J.Cook,00-0020391,"HOU (2006-2007),TB (2001-2003)",jameel-cook-fb
J.Cook,32013030-2d30-3032-3730-3631724728ba,LA (2014-2014),jared-cook-te
J.Cotchery,00-0022811,NYJ (2004-2010),jerricho-cotchery-wr
J.Cotchery,32013030-2d30-3032-3238-313152a073a9,"CAR (2014-2015),PIT (2011-2013)",jerricho-cotchery-wr
J.Cribbs,00-0023176,CLE (2006-2010),josh-cribbs-wr
J.Cribbs,32013030-2d30-3032-3331-3736cf71990d,"CLE (2011-2012),NYJ (2013-2013)",josh-cribbs-wr
J.Cutler,00-0024226,"CHI (2009-2010),DEN (2006-2008)",jay-cutler-qb
J.Cutler,32013030-2d30-3032-3432-3236d681c61c,"CHI (2011-2016),MIA (2017-2017)",jay-cutler-qb
J.Davis,00-0024158,CHI (2008-2008),jason-davis-rb
J.Davis,00-0027130,"CLE (2009-2010),WAS (2010-2010)",james-davis-rb
J.Davis,32013030-2d30-3033-3337-3630ca262bde,LA (2017-2018),justin-davis-rb
J.Delhomme,00-0004161,"CAR (2003-2009),CLE (2010-2010),NO (1999-2002)",jake-delhomme-qb
J.Delhomme,32013030-2d30-3030-3431-36314534ade6,HOU (2011-2011),jake-delhomme-qb
J.Dwyer,00-0027786,PIT (2010-2010),jonathan-dwyer-rb
J.Dwyer,32013030-2d30-3032-3737-383640137b50,"ARI (2014-2014),PIT (2011-2013)",jonathan-dwyer-rb
J.Edelman,00-0027150,NE (2009-2010),julian-edelman-wr
J.Edelman,32013030-2d30-3032-3731-35304d0e9eb8,NE (2011-2019),julian-edelman-wr
J.Feely,00-0019770,ARI (2010-2010),jay-feely-k
J.Feely,32013030-2d30-3031-3937-37304370e41f,ARI (2012-2012),jay-feely-k
J.Felton,00-0026286,DET (2008-2010),jerome-felton-rb
J.Felton,32013030-2d30-3032-3632-3836b7f72579,"BUF (2015-2016),CAR (2011-2011),MIN (2014-2014)",jerome-felton-rb
J.Flacco,00-0026158,BAL (2008-2010),joe-flacco-qb
J.Flacco,32013030-2d30-3032-3631-3538c6a10853,"BAL (2011-2018),DEN (2019-2019)",joe-flacco-qb
J.Ford,00-0027709,LV (2010-2010),jacoby-ford-wr
J.Ford,32013030-2d30-3032-3737-30396d79f884,LV (2011-2013),jacoby-ford-wr
J.Forsett,00-0026373,SEA (2009-2010),justin-forsett-rb
J.Forsett,32013030-2d30-3032-3633-3733685fb6e5,"BAL (2014-2016),DEN (2016-2016),DET (2016-2016),HOU (2012-2012),JAX (2013-2013),SEA (2011-2011)",justin-forsett-rb
J.Franklin,32013030-2d30-3033-3030-373867fd7423,GB (2013-2013),johnathan-franklin-rb
J.Franklin,32013030-2d30-3033-3437-30353ec5c20c,TB (2019-2019),john-franklin-db
J.Freeman,00-0026993,TB (2009-2010),josh-freeman-qb
J.Freeman,32013030-2d30-3032-3639-3933413b75ca,"IND (2015-2015),MIN (2013-2013),TB (2011-2013)",josh-freeman-qb
J.Graham,00-0006208,"GB (2002-2002),SEA (2001-2001)",jay-graham-rb
J.Graham,00-0027696,NO (2010-2010),jimmy-graham-te
J.Graham,32013030-2d30-3032-3736-39363e3fa7c9,SEA (2016-2016),jimmy-graham-te
J.Green,00-0006331,"TB (1999-2000),WAS (2002-2002)",jacquez-green-wr
J.Green,00-0023591,BAL (2005-2005),justin-green-fb
J.Harris,00-0022363,CAR (2004-2004),joey-harris-rb
J.Harris,32013030-2d30-3033-3134-3530dc391182,PIT (2014-2014),josh-harris-rb
J.Harrison,00-0024359,"CLE (2006-2010),PHI (2010-2010)",jerome-harrison-rb
J.Harrison,32013030-2d30-3032-3433-353924092e52,DET (2011-2011),jerome-harrison-rb
J.Hester,00-0026209,LAC (2008-2010),jacob-hester-rb
J.Hester,32013030-2d30-3032-3632-3039290a6776,"DEN (2012-2012),LAC (2011-2011)",jacob-hester-rb
J.Hill,00-0025463,SF (2008-2008),jason-hill-wr
J.Hill,32013030-2d30-3033-3032-3136ad823d70,NO (2013-2017),josh-hill-te
J.Hill,32013030-2d30-3033-3133-30316985927d,"CIN (2014-2017),NE (2018-2018)",jeremy-hill-rb
J.Hill,32013030-2d30-3033-3439-3735223dcaa7,BAL (2019-2019),justice-hill-rb
J.Jackson,00-0019682,DEN (2000-2003),jarious-jackson-qb
J.Jackson,00-0020430,"ARI (2005-2005),CLE (2001-2004)",james-jackson-rb
J.Jackson,32013030-2d30-3033-3434-34303c2d1fbf,LAC (2018-2019),justin-jackson-rb
J.Jett,00-0008400,LV (2000-2000),james-jett-wr
J.Jett,00-0008401,DET (1999-2002),john-jett-wr
J.Johnson,00-0008529,MIA (1999-2001),jj-johnson-rb
J.Johnson,00-0022141,CIN (2003-2009),jeremi-johnson-fb
J.Johnson,00-0025913,CIN (2008-2008),james-johnson-rb
J.Johnson,00-0026300,TB (2009-2010),josh-johnson-qb
J.Johnson,32013030-2d30-3032-3633-30309d9860a0,"CIN (2013-2013),CLE (2012-2012),TB (2011-2011),WAS (2018-2018)",josh-johnson-qb
J.Johnson,32013030-2d30-3032-3637-393963be416c,DEN (2011-2011),jeremiah-johnson-rb
J.Jones,00-0022840,"DAL (2004-2007),NO (2010-2010),SEA (2008-2010)",julius-jones-rb
J.Jones,00-0025460,HOU (2007-2010),jacoby-jones-wr
J.Jones,32013030-2d30-3032-3534-363091abd5a0,"BAL (2012-2014),HOU (2011-2011)",jacoby-jones-wr
J.Jones,32013030-2d30-3032-3739-3434d4d3846d,ATL (2011-2019),julio-jones-wr
J.Jones,32013030-2d30-3033-3435-36306ee49509,LAC (2018-2018),jj-jones-wr
J.Kitna,00-0009311,"CIN (2001-2005),DAL (2010-2010),DET (2006-2008),SEA (1999-2000)",jon-kitna-qb
J.Kitna,32013030-2d30-3030-3933-3131367590c9,DAL (2011-2011),jon-kitna-qb
J.Kuhn,00-0022999,"GB (2008-2010),PIT (2006-2006)",john-kuhn-fb
J.Kuhn,32013030-2d30-3032-3239-3939bbbfa741,"GB (2011-2015),NO (2016-2017)",john-kuhn-fb
J.Lewis,00-0009868,CAR (1999-2000),jeff-lewis-qb
J.Lewis,00-0009869,"BAL (1999-2001),HOU (2002-2002)",jermaine-lewis-rb
J.Lewis,00-0019238,SF (2000-2000),jonas-lewis-lb
J.Lewis,00-0019693,"BAL (2000-2006),CLE (2007-2009)",jamal-lewis-rb
J.Lewis,32013030-2d30-3033-3339-32387c23dd10,DAL (2018-2018),jourdan-lewis-cb
J.Losman,00-0022912,"BUF (2004-2008),LV (2009-2009)",jp-losman-qb
J.Losman,32013030-2d30-3032-3239-31326ca7d078,MIA (2011-2011),jp-losman-qb
J.Maclin,00-0026995,PHI (2009-2010),jeremy-maclin-wr
J.Maclin,32013030-2d30-3032-3639-39357171483a,"KC (2015-2016),PHI (2011-2011)",jeremy-maclin-wr
J.Martin,00-0010455,"JAX (2000-2000),LA (2001-2005),NO (2006-2007)",jamie-martin-qb
J.Martin,00-0021387,DAL (2003-2003),jamar-martin-fb
J.McCown,00-0021206,"ARI (2002-2005),CAR (2008-2009),LV (2007-2007)",josh-mccown-qb
J.McCown,32013030-2d30-3032-3132-3036625eba8c,"CHI (2011-2013),CLE (2015-2016),NYJ (2017-2018),PHI (2019-2019),TB (2014-2014)",josh-mccown-qb
J.McKnight,00-0010974,MIA (2001-2003),james-mcknight-wr
J.McKnight,00-0027712,NYJ (2010-2010),joe-mcknight-wr
J.McKnight,32013030-2d30-3032-3737-313259ab26dd,"KC (2014-2014),NYJ (2011-2012)",joe-mcknight-wr
J.Miller,00-0011276,CHI (1999-2002),jim-miller-qb
J.Miller,00-0011279,PIT (1999-2003),josh-miller-p
J.Morgan,00-0026314,SF (2009-2010),josh-morgan-wr
J.Morgan,32013030-2d30-3032-3633-3134eae926fa,"CHI (2014-2014),WAS (2012-2013)",josh-morgan-wr
J.Morgan,32013030-2d30-3032-3835-33325ae293aa,NO (2012-2014),joe-morgan-wr
J.Nelson,32013030-2d30-3032-3631-3736d63ba863,LV (2018-2018),jordy-nelson-wr
J.Nelson,32013030-2d30-3033-3231-3132e3e0bff9,ARI (2015-2018),jj-nelson-wr
J.Norwood,00-0024294,ATL (2006-2010),jerious-norwood-rb
J.Norwood,32013030-2d30-3032-3432-3934b8660ecf,LA (2011-2011),jerious-norwood-rb
J.Norwood,32013030-2d30-3032-3637-3339295e70c1,"CLE (2012-2012),DEN (2016-2016)",jordan-norwood-wr
J.Palmer,00-0020483,NYG (2002-2003),jesse-palmer-qb
J.Palmer,00-0025592,CIN (2008-2010),jordan-palmer-qb
J.Palmer,32013030-2d30-3032-3535-393279a9cee5,TEN (2014-2014),jordan-palmer-qb
J.Parmele,00-0026316,BAL (2008-2010),jalen-parmele-rb
J.Parmele,32013030-2d30-3032-3633-31361d295c51,"ARI (2014-2014),JAX (2012-2012)",jalen-parmele-rb
J.Reed,00-0021166,BUF (2003-2007),josh-reed-wr
J.Reed,32013030-2d30-3033-3034-3732a77a3295,WAS (2013-2013),jordan-reed-te
J.Ringer,00-0027120,TEN (2009-2010),javon-ringer-rb
J.Ringer,32013030-2d30-3032-3731-32307352cab7,TEN (2011-2012),javon-ringer-rb
J.Ross,32013030-2d30-3032-3832-343983130041,"BAL (2015-2015),DET (2013-2014)",jeremy-ross-wr
J.Ross,32013030-2d30-3033-3334-363047a9bddd,CIN (2017-2018),john-ross-wr
J.Ryan,00-0023742,"GB (2006-2007),SEA (2009-2010)",jon-ryan-p
J.Ryan,32013030-2d30-3032-3337-343266a7566f,SEA (2012-2017),jon-ryan-p
J.Skelton,00-0027754,ARI (2010-2010),john-skelton-qb
J.Skelton,32013030-2d30-3032-3737-3534c68c3f31,ARI (2011-2012),john-skelton-qb
J.Smith,00-0015218,JAX (2001-2002),jimmy-smith-wr
J.Smith,00-0022664,BUF (2004-2005),jonathan-smith-wr
J.Smith,32013030-2d30-3033-3338-3538ed0401c6,TEN (2019-2019),jonnu-smith-te
J.Snelling,00-0025631,ATL (2007-2010),jason-snelling-rb
J.Snelling,32013030-2d30-3032-3536-3331f26a2f13,ATL (2011-2013),jason-snelling-rb
J.Starks,00-0027791,GB (2010-2010),james-starks-rb
J.Starks,32013030-2d30-3032-3737-3931a384d490,GB (2011-2016),james-starks-rb
J.Stewart,00-0015698,"DET (2000-2002),JAX (1999-1999)",james-stewart-rb
J.Stewart,00-0026153,CAR (2008-2010),jonathan-stewart-rb
J.Stewart,32013030-2d30-3032-3631-3533a3c6b9c0,"CAR (2011-2017),NYG (2018-2018)",jonathan-stewart-rb
J.Stewart,32013030-2d30-3032-3934-3431ef11bb17,"DEN (2014-2014),LV (2012-2013)",jeremy-stewart-fb
J.Tucker,00-0016654,DAL (1999-2000),jason-tucker-wr
J.Tucker,32013030-2d30-3032-3935-39371b9a6ac1,BAL (2012-2016),justin-tucker-k
J.Urban,00-0021647,ARI (2008-2008),jerheme-urban-wr
J.Urban,32013030-2d30-3032-3136-343729454914,KC (2011-2011),jerheme-urban-wr
J.Vaughan,00-0026644,CAR (2010-2010),josh-vaughan-rb
J.Vaughan,32013030-2d30-3032-3636-34344abfec42,"ATL (2013-2013),CAR (2011-2011)",josh-vaughan-rb
J.Webb,00-0024404,KC (2007-2007),jeff-webb-wr
J.Webb,00-0027796,MIN (2010-2010),joe-webb-qb
J.Webb,32013030-2d30-3032-3737-393677199f40,"BUF (2017-2017),CAR (2015-2015),MIN (2011-2012)",joe-webb-qb
J.White,00-0019057,"BAL (2004-2005),CLE (2000-2003),TB (2004-2004)",jamel-white-rb
J.White,32013030-2d30-3032-3830-37312de943da,BUF (2011-2012),johnny-white-rb
J.White,32013030-2d30-3033-3130-36325fcd18e3,NE (2014-2019),james-white-rb
J.Wilkins,00-0017693,LA (2003-2005),jeff-wilkins-k
J.Wilkins,32013030-2d30-3033-3434-303045986240,IND (2018-2019),jordan-wilkins-rb
J.Williams,00-0017829,JAX (2000-2000),jermaine-williams-rb
J.Williams,00-0019491,SEA (2000-2000),james-williams-wr
J.Williams,00-0027141,KC (2009-2009),javarris-williams-rb
J.Williams,32013030-2d30-3033-3239-3735f79c2b16,"BUF (2016-2016),IND (2019-2019),NO (2018-2018)",jonathan-williams-rb
J.Williams,32013030-2d30-3033-3339-3438708d63ec,GB (2017-2019),jamaal-williams-rb
J.Wright,00-0022288,"ARI (2009-2010),ATL (2004-2004),CLE (2005-2008)",jason-wright-rb
J.Wright,32013030-2d30-3032-3935-3732c16fcd87,"CAR (2018-2019),MIN (2012-2017)",jarius-wright-wr
J.Wright,32013030-2d30-3033-3132-3931ed7ee865,CIN (2014-2016),james-wright-wr
K.Allen,32013030-2d30-3033-3032-3739a5751069,LAC (2017-2019),keenan-allen-wr
K.Allen,32013030-2d30-3033-3435-37371bc48d7c,CAR (2018-2019),kyle-allen-qb
K.Bell,00-0026579,CHI (2009-2009),kahlil-bell-rb
K.Bell,32013030-2d30-3032-3635-373992496a90,CHI (2011-2012),kahlil-bell-rb
K.Boller,00-0022164,"BAL (2003-2007),LA (2009-2009),LV (2010-2010)",kyle-boller-qb
K.Boller,32013030-2d30-3032-3231-3634ecb7f7d7,LV (2011-2011),kyle-boller-qb
K.Carter,00-0002743,"CIN (1999-1999),NO (2003-2004),WAS (2001-2001)",kijana-carter-rb
K.Carter,00-0021747,SEA (2003-2004),kerry-carter-rb
K.Clemens,00-0024264,NYJ (2006-2010),kellen-clemens-qb
K.Clemens,32013030-2d30-3032-3432-36348efd1174,"LA (2011-2013),LAC (2014-2017)",kellen-clemens-qb
K.Collins,00-0003292,"LV (2004-2005),NYG (1999-2003),TEN (2006-2010)",kerry-collins-qb
K.Collins,32013030-2d30-3030-3332-3932713f5047,IND (2011-2011),kerry-collins-qb
K.Faulk,00-0005091,NE (1999-2010),kevin-faulk-rb
K.Faulk,32013030-2d30-3030-3530-3931d6f1cd7e,NE (2011-2011),kevin-faulk-rb
K.Huber,00-0027103,CIN (2009-2009),kevin-huber-p
K.Huber,32013030-2d30-3032-3731-303385b5bb7f,CIN (2012-2013),kevin-huber-p
K.Johnson,00-0008560,"BAL (2004-2004),CLE (1999-2003)",kevin-johnson-wr
K.Johnson,00-0008561,"CAR (2006-2006),DAL (2004-2005),NYJ (1999-1999),TB (2000-2000)",keyshawn-johnson-wr
K.Johnson,00-0021260,DEN (2005-2006),kyle-johnson-rb
K.Johnson,32013030-2d30-3033-3433-3439ee3def91,DET (2018-2019),kerryon-johnson-rb
K.Johnson,32013030-2d30-3033-3532-3837d80f030c,ARI (2019-2019),keesean-johnson-wr
K.Kolb,00-0025423,PHI (2007-2010),kevin-kolb-qb
K.Kolb,32013030-2d30-3032-3534-32335132798a,ARI (2011-2012),kevin-kolb-qb
K.Lumpkin,00-0026029,"GB (2008-2008),TB (2010-2010)",kregg-lumpkin-rb
K.Lumpkin,32013030-2d30-3032-3630-323987cae614,"NYG (2012-2012),TB (2011-2011)",kregg-lumpkin-rb
K.Moreno,00-0026988,DEN (2009-2010),knowshon-moreno-rb
K.Moreno,32013030-2d30-3032-3639-38389b7696c5,"DEN (2011-2013),MIA (2014-2014)",knowshon-moreno-rb
K.Ogletree,00-0026780,DAL (2009-2009),kevin-ogletree-wr
K.Ogletree,32013030-2d30-3032-3637-38303e4f678e,DAL (2011-2012),kevin-ogletree-wr
K.Orton,00-0023541,"CHI (2005-2008),DEN (2009-2010)",kyle-orton-qb
K.Orton,32013030-2d30-3032-3335-34312c37f3ed,"BUF (2014-2014),DAL (2012-2013),DEN (2011-2011),KC (2011-2011)",kyle-orton-qb
K.Robinson,00-0020490,"GB (2007-2007),MIN (2005-2005),SEA (2001-2008)",koren-robinson-wr
K.Robinson,32013030-2d30-3033-3033-34382c2ccfd3,"NO (2013-2015),NYJ (2016-2016)",khiry-robinson-rb
K.Smith,00-0025535,KC (2007-2009),kolby-smith-rb
K.Smith,00-0026204,DET (2008-2010),kevin-smith-rb
K.Smith,32013030-2d30-3032-3632-30345f348583,DET (2011-2012),kevin-smith-rb
K.Smith,32013030-2d30-3033-3039-3638401d13f7,"ATL (2019-2019),DAL (2016-2016),LV (2018-2018)",keith-smith-lb
K.Toston,00-0027257,LA (2010-2010),keith-toston-rb
K.Toston,32013030-2d30-3032-3732-35374bd73f95,JAX (2012-2012),keith-toston-rb
K.Walter,00-0017127,"CAR (2000-2000),NE (2001-2003)",ken-walter-p
K.Walter,00-0021931,HOU (2006-2009),kevin-walter-wr
K.Williams,00-0017847,"ARI (2004-2004),TB (2002-2003)",karl-williams-wr
K.Williams,00-0017860,BUF (1999-1999),kevin-williams-wr
K.Williams,00-0027214,WAS (2010-2010),keiland-williams-rb
K.Williams,32013030-2d30-3032-3433-3438f3be748d,BUF (2017-2017),kyle-williams-dt
K.Williams,32013030-2d30-3032-3732-313427e295d1,DET (2011-2012),keiland-williams-rb
K.Williams,32013030-2d30-3032-3736-30389bb0417b,SF (2011-2013),kyle-williams-wr
K.Williams,32013030-2d30-3033-3031-3137b5ee11fb,ARI (2014-2017),kerwynn-williams-rb
K.Williams,32013030-2d30-3033-3232-353034269ad7,SEA (2015-2015),kasen-williams-wr
L.Ball,00-0026432,"DEN (2010-2010),IND (2008-2008)",lance-ball-rb
L.Ball,32013030-2d30-3032-3634-33326bf09118,DEN (2011-2012),lance-ball-rb
L.Blount,00-0027325,TB (2010-2010),legarrette-blount-rb
L.Blount,32013030-2d30-3032-3733-3235a70c88f0,"DET (2018-2018),NE (2013-2016),PHI (2017-2017),PIT (2014-2014),TB (2011-2012)",legarrette-blount-rb
L.Booker,00-0025458,"MIA (2007-2007),PHI (2008-2008)",lorenzo-booker-rb
L.Booker,32013030-2d30-3032-3534-35386b7b1097,MIN (2011-2011),lorenzo-booker-rb
L.Fitzgerald,00-0022921,ARI (2004-2006),larry-fitzgerald-wr
L.Fitzgerald,32013030-2d30-3032-3239-323176c2a1fa,ARI (2013-2018),larry-fitzgerald-wr
L.Gordon,00-0006155,"BUF (1999-1999),IND (2000-2000)",lennox-gordon-rb
L.Gordon,00-0021209,"DET (2006-2006),LA (2002-2003),MIA (2004-2004),PHI (2005-2005)",lamar-gordon-rb
L.Hilliard,00-0026344,MIA (2009-2009),lex-hilliard-rb
L.Hilliard,32013030-2d30-3032-3633-3434fdb7d19d,"MIA (2011-2011),NE (2012-2012),NYJ (2012-2012)",lex-hilliard-rb
L.Johnson,00-0008566,NE (1999-2001),lee-johnson-p
L.Johnson,00-0008568,"CHI (2001-2002),LAC (2003-2003),NYJ (1999-1999)",leon-johnson-rb
L.Johnson,00-0008570,NYG (1999-1999),leshon-johnson-rb
L.Johnson,00-0021976,"CIN (2009-2009),KC (2003-2009),WAS (2010-2010)",larry-johnson-rb
L.Johnson,32013030-2d30-3032-3139-37365d176f27,MIA (2011-2011),larry-johnson-rb
L.McClain,00-0025524,BAL (2007-2010),leron-mcclain-rb
L.McClain,32013030-2d30-3032-3535-32343d876048,"KC (2011-2011),LAC (2012-2013)",leron-mcclain-rb
L.McCown,00-0022864,"CLE (2004-2004),JAX (2009-2010),TB (2007-2008)",luke-mccown-qb
L.McCown,32013030-2d30-3032-3238-3634afa2a00d,"ATL (2012-2012),JAX (2011-2011),NO (2013-2015)",luke-mccown-qb
L.McCoy,00-0027029,PHI (2009-2010),lesean-mccoy-rb
L.McCoy,32013030-2d30-3032-3730-3239509c985a,"BUF (2015-2018),KC (2019-2019),PHI (2011-2014)",lesean-mccoy-rb
L.Murphy,00-0027089,LV (2009-2010),louis-murphy-wr
L.Murphy,32013030-2d30-3032-3730-38397727c584,"CAR (2012-2012),LV (2011-2011)",louis-murphy-wr
L.Naanee,00-0025559,LAC (2009-2010),legedu-naanee-wr
